area,depth,sr,w0,wn,n0,final_doc,partial1_doc,partial2_doc,partial3_doc,partial1_population,partial2_population,partial3_population,nh3_lim,gamma,date,doc,temperature,do,nh3,abw,fr,protein_content,chb,labor_cost,bonus_cost,energy_cost,probiotic_cost,other_cost,harvest_cost,feeding_cost,nh3_suitable_min,nh3_optimal_min,nh3_optimal_max,nh3_suitable_max,do_suitable_min,do_optimal_min,do_optimal_max,do_suitable_max
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,1/7/2022,19,28.6,5.76,0.09227828835,0.55,5.43638,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,1/8/2022,20,28.8,5.83,,0.64,5.223624,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,1/9/2022,21,29,5.68,0.2097975374,0.84,5.207763,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,1/10/2022,22,28.3,5.69,0.1831810307,1.04,5.177146,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,1/11/2022,23,29,6.01,0.1409758159,1.24,5.242364,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,1/12/2022,24,27.3,6.82,0.1273322311,1.44,5.188722,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,1/13/2022,25,26.4,6.12,0.1502686609,1.62,5.029512,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,1/14/2022,26,27.2,6.76,0.07370955843,1.65,6.961724,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,1/15/2022,27,27.2,7.24,0.06293089669,1.68,6.678816,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,1/16/2022,28,26.7,6.24,0.07092160292,1.71,6.533381,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,1/17/2022,29,27.1,6.36,0.07117027227,1.74,6.383495,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,1/18/2022,30,27,5.44,0.08147920166,1.77,6.355709,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,1/19/2022,31,27.1,5.71,0.06025568461,1.93,6.070714,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,1/20/2022,32,27.1,6.29,0.01673076282,2.09,6.02794,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,1/21/2022,33,27.1,6.26,0.01070691975,2.25,5.797268,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,1/22/2022,34,28.2,5.14,0.01119825921,2.41,5.691767,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,1/23/2022,35,27.9,5.21,0.01424681592,2.55,5.583856,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,1/24/2022,36,28.7,5.44,0.01314373227,2.72,5.473596,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,1/25/2022,37,28.8,3.45,0.0187562827,2.89,5.472679,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,1/26/2022,38,28.4,6.89,0.01380763609,3.06,5.256697,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,1/27/2022,39,27.8,6.49,0.01366097905,3.23,5.173174,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,1/28/2022,40,28,5.49,0.008680708763,3.41,5.191451,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,1/29/2022,41,27.5,5.28,0.00956967641,3.64,5.103221,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,1/30/2022,42,28.1,5.8,0.008468717723,3.87,4.913796,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,1/31/2022,43,27.6,5.4,,4.10,4.878684,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,2/1/2022,44,27.7,5.29,,4.33,4.809587,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,2/2/2022,45,28.3,5.28,,4.55,4.883662,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,2/3/2022,46,28.8,5.2,,4.87,4.716654,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,2/4/2022,47,29.2,5.85,,5.19,4.596629,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,2/5/2022,48,28.5,5.83,,5.51,4.720032,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,2/6/2022,49,28.2,5.36,0.007116574066,5.83,4.474663,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,2/7/2022,50,27.9,5.83,0.004733949469,6.14,4.415595,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,2/8/2022,51,28.1,5.37,0.02217062312,6.46,4.400829,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,2/9/2022,52,27.9,5.21,0.01779698533,6.78,4.255643,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,2/10/2022,53,28.1,5.37,0.01569559918,7.10,4.206588,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,2/11/2022,54,27.7,5.52,0.0303263617,7.42,4.241508,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,2/12/2022,55,27.4,5.75,0.06664288647,7.72,4.107231,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,2/13/2022,56,27.3,5.66,0.1035317526,8.10,4.097096,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,2/14/2022,57,28.1,5.38,0.04138774601,8.48,4.056687,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,2/15/2022,58,28.4,5.28,0.03925064267,8.86,3.97319,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,2/16/2022,59,27.7,5.78,0.05595486996,9.24,4.051972,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,2/17/2022,60,28.6,5.28,0.1481591276,9.63,3.96798,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,2/18/2022,61,28.2,5.43,0.05307942622,10.04,3.928518,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,2/19/2022,62,27.4,5.14,0.05824467448,10.45,3.812436,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,2/20/2022,63,29,5.44,0.01874144883,10.86,3.774346,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,2/21/2022,64,28.2,5.04,0.008834843363,11.27,3.736092,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,2/22/2022,65,27.6,5.59,0.009568312507,11.67,3.890141,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,2/23/2022,66,28.3,5.86,0.008831252375,12.12,3.667592,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,2/24/2022,67,28.2,5.52,0.00786853837,12.57,3.633755,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,2/25/2022,68,28.9,5.58,0.01590127804,13.02,3.745987,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,2/26/2022,69,28.3,,0.05419077202,13.47,3.604883,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,2/27/2022,70,27.4,4.12,0.0525206444,13.91,3.61038,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,2/28/2022,71,27.8,4.11,0.03061336363,14.38,3.511058,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,3/1/2022,72,28.2,4.69,0.006707976497,14.85,3.481719,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,3/2/2022,73,27.3,4.78,0.01327332544,15.32,3.524525,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,3/3/2022,74,27.7,5.03,0.007687803469,15.79,3.427431,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,3/4/2022,75,28.3,4.86,0.007983898559,16.26,3.435848,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,3/5/2022,76,28.4,3.67,0.006614462728,16.58,3.373443,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,3/6/2022,77,28.4,4.71,0.1621370595,16.90,3.418993,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,3/7/2022,78,29.2,4.96,0.3051609051,17.22,3.32886,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,3/8/2022,79,29,4.73,0.3361559705,17.54,3.30676,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,3/9/2022,80,28.2,5.06,0.4589957511,17.87,3.318867,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,3/10/2022,81,28.9,4.66,0.420527958,18.54,3.327131,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,3/11/2022,82,28.8,4.7,0.424894972,19.21,3.407537,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,3/12/2022,83,29.6,4.69,0.5203525037,19.88,3.283841,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,3/13/2022,84,29.4,4.58,0.5794832699,20.55,3.196712,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,3/14/2022,85,29.8,4.61,0.4901795035,21.20,3.177179,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,3/15/2022,86,29.4,4.41,0.5332760599,21.56,3.15768,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,3/16/2022,87,29.5,4.36,0.42764454,21.92,3.170891,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,3/17/2022,88,28.9,4.11,0.5288587707,22.28,3.118797,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,3/18/2022,89,29.7,3.71,0.3086936503,22.64,3.09942,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,3/19/2022,90,30,3.7,0.3942857864,23.00,3.174691,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,3/20/2022,91,29.9,3.62,0.496376396,23.22,3.060814,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,3/21/2022,92,29.4,4.14,0.3356617891,23.44,3.04199,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,3/22/2022,93,29.1,4.56,0.2283948671,23.66,3.118135,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,3/23/2022,94,27.6,4.21,0.3471318238,23.88,3.008505,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,3/24/2022,95,28.7,,0.2296002272,24.12,2.991844,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,3/25/2022,96,29.4,3.85,0.3104899342,24.97,1.794179865,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,3/26/2022,97,29.5,3.87,0.2126390981,25.82,1.723931431,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,3/27/2022,98,29.3,4.07,0.3027276567,26.67,1.653682998,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
1000,1.5,0.80,0.05,45,200000,95,60,70,80,20000,30000,30000,1,0.01,3/28/2022,99,28.9,5.17,0.3569681201,27.53,1.583434565,36,72,66666.66667,2000,4,120000,30000,1000,16000,0,0,0.01,0.02,3,4,9,10
